headline,description,link,source,original,related,date_published,date_modified,timezone,detailed_news,detailed_news_sentiment,detailed_news_score
WhatsApp fights Yvette Cooper’s ‘dangerous’ attempt to break encryption,Mark Zuckerberg’s WhatsApp has challenged a “dangerous” attempt by the Home Office to secretly force Apple to build a backdoor in its encryption technology.,https://finance.yahoo.com/news/whatsapp-fights-yvette-cooper-dangerous-134755062.html,,AAPL,[],2025-06-11 15:55:06+00:00,,,"Mark Zuckerberg’s WhatsApp has challenged a “dangerous” attempt by the Home Office tosecretly force Apple to build a backdoorin its encryption technology.
The private messaging app said it had intervened in a case at theInvestigatory Powers Tribunal, submitting evidence criticising an order by Yvette Cooper’s department that requires Apple to break an “advanced data protection” feature that encrypts iPhone back-ups.
Will Cathcart, the head of Meta-owned WhatsApp, said: “Liberal democracies should want the best security for their citizens. Instead, the UK isdoing the oppositethrough a secret order.
“This case could set a dangerous precedent and embolden nations to try to break the encryption that protects people’s private communication.”
Apple ischallenging the “technical capability notice”from the Home Office, issued in January, that ordered it to secretly install a backdoor into the encryption feature it introduced in 2022.
The iPhone-maker was legally barred from confirming the existence of the order, which emerged in US media reports. Disclosing the existence of the demand is illegal under UK surveillance laws.
However, in February, Apple said it would bewithdrawing the feature in the UKand said it would “never build a backdoor or master key to any of our products or services and we never will”.
Ms Cooper’s order has prompted criticism from the White House and senior Republicans.
Donald Trump described the demand as “something that you hear about with China”.Tulsi Gabbard, the US national intelligence director, called it “egregious”.
WhatsApp said it would be arguing that the case should be heard in public.
Mr Cathcart said: “WhatsApp would challenge any law or government request that seeks to weaken the encryption of our services and will continue to stand up for people’s right to a private conversation online.”
In April, the Investigatory Powers Tribunal, a secret court that hears cases about intelligence matters, ruled against the Home Secretary’s push for the case to be heard in total secrecy. This would have meant that even the existence of the dispute could not be publicised.
The Home Office argued that any coverage of the matter could be “damaging to national security”. However, after an intervention by media groups, including The Telegraph, privacy advocates and a group of US politicians, Lord Justice Singh, the president of the tribunal, and Mr Justice Johnson dismissed the effort to keep even the “bare details” of the case private.
The court said it was possible that some of the future developments in the case could be made public.",neutral,0
"Magnificent Seven Stocks: Nvidia, Tesla Rally; Apple, Amazon Fall","Dubbed the Magnificent Seven stocks, Apple, Microsoft, Google parent Alphabet, Amazon.com, Nvidia, Meta Platforms and Tesla lived up to their name in 2024 with solid gains. Through the first five months of 2025, however, performance for these mega-cap stocks has been sharply mixed thus far.",https://finance.yahoo.com/m/4205eaa9-f620-3a0b-a81a-0e82c7c9fd0b/magnificent-seven-stocks-.html,,AAPL,"['NVDA', 'TSLA']",2025-06-11 14:55:59+00:00,,,"Dubbed the Magnificent Seven stocks, Apple, Microsoft, Google parent Alphabet, Amazon.com, Nvidia, Meta Platforms and Tesla lived up to their name in 2024 with solid gains. Through the first five months of 2025, however, performance for these mega-cap stocks has been sharply mixed thus far.",positive,1
You can literally feel Apple’s new trailer for the ‘F1’ movie starring Brad Pitt,The tech giant is promoting the upcoming film with a ‘haptic trailer’ that vibrates when viewed on a compatible iPhone.,https://finance.yahoo.com/news/literally-feel-apple-trailer-f1-123900974.html,,AAPL,[],2025-06-11 12:39:00+00:00,,,"This week at itsannual Worldwide Developers Conference, Apple announced a ton of features across its various upcoming operating systems, including the all-new visual design aesthetic known asLiquid Glass, which is coming to iOS 26, iPadOS 28, and macOS 26 this fall.
Most Read from Fast Company
Starbucks just developed an ingenious way to add 15 grams of protein to almost any drink
5 ways to rewire your brain for happiness
RIP to the almost future of computing: Apple just turned the iPad into a Mac
But the company also spentthe first few minutesof its 90-minute keynote presentation focusing not on software, but on the new Brad Pitt filmF1: The Movie, which is being co-distributed by its film production arm, Apple Original Films.
And now Apple is further promoting the film with what is a first for the film industry: a haptic trailer.
The unique thing about Apple’s latestF1: The Movietrailer is that it literally vibrates as you watch it. Well, as long as you watch it on a compatible iPhone.
Apple calls this latest trailer a “haptic trailer.”
In the two-minute trailer, whenever an F1 car is in motion on the screen, your iPhone will vibrate with an intensity proportional to the on-screen action. So when a car’s tires are being changed in a pit stop, you’ll feel a small vibration in your hand—and when the car continues racing down the track, you’ll feel an even more intense vibration.
These vibration feedbacks in the gadget world are known as “haptics”—a technology that simulates physical touch. Apple can make your phone vibrate like this—and at certain points in the trailer, thanks to the iPhone’s Taptic Engine, a piece of hardware inside the iPhone that is essentially a motor that can vibrate on command.
Haptic feedback has been used for years in the iPhone. For example, when you press and hold an icon on the homescreen to rearrange its layout, you’ll feel haptic feedback produced by the Taptic Engine. You can feel haptic feedback in plenty of other places on the iPhone, such as when adjusting the volume or pressing a widget in Control Center.
But Apple’s application of haptic feedback to a movie trailer is the first time that the technology has been used to promote a film. Given the vibrations and forces an F1 car undergoes while racing down the track, a trailer forF1: The Movieis a natural fit for such technology.
To watch theF1: The Moviehaptic trailer, you’ll need an iPhone running the latest version of iOS 18. You can find the haptic trailer in the TV app on your iPhone by doing the following:",neutral,0
3 Reasons to Buy This Beaten-Down Warren Buffett Stock,"Apple generates plenty of cash to reinvest in the business.  Warren Buffett is still bullish on the stock.  Apple (NASDAQ: AAPL) stock has taken a beating this year, with its shares down by 19% as of this writing.",https://finance.yahoo.com/news/3-reasons-buy-beaten-down-094700760.html,,AAPL,[],2025-06-11 09:47:00+00:00,,,"Apple generates plenty of cash to reinvest in the business.
The company has a deep ecosystem of loyal customers.
Warren Buffett is still bullish on the stock.
10 stocks we like better than Apple ›
Apple(NASDAQ: AAPL)stock has taken a beating this year, with its shares down by 19% as of this writing. It might be tempting to attribute that performance to marketwide troubles, and that's partly true. However, even as theNasdaq Compositehas recovered from being in bear market territory some weeks ago -- and is now slightly in the green for the year -- Apple has trailed far behind.
The most immediate problem for the tech leader is President Trump's trade agenda, but there are others, including the fact that it trails other giants in the exciting artificial intelligence (AI) market. Despite these issues, there are compelling reasons to buy the stock. Here are three.
Apple is no longer the growth stock it once was, but it continues to generate steady revenue, profits, and cash flow. In the second quarter of its fiscal year 2025, Apple's revenue increased by 5% year over year to $95.4 billion, with earnings per share coming in at $1.65, up almost 8% compared to the year-ago period. Meanwhile, thetech giantgenerated $98.5 billion in free cash flow over the trailing-12-month period. Though that represents a 5% year-over-year decline, you'd be hard-pressed to find a single company worldwide with more cash to spare than Apple. Here's how it compares in that department with some of its similarly sized peers.
Investors will be familiar with the phrase ""cash is king."" One reason behind this sentiment is that having a boatload of cash allows companies the flexibility to invest in lucrative opportunities without having to sacrifice their obligations. One thing we know about Apple is that it has fostered a culture of innovation, and the cash it currently holds could be one of the keys to unlocking the next big thing for the tech leader.
It is working on various AI-related initiatives, including features it will add to its future smartphones. Apple may not make a breakthrough in the AI market immediately, but the company has a habit of improving existing technologies with great success. Having a substantial amount of cash on hand will enable the company to steer its AI strategy in whichever direction it chooses.
It will also help it mitigate tariff-related issues, perhaps by shifting production to some countries other than China -- Trump's favorite tariff target -- while also somewhat boosting its local manufacturing capacity.",positive,1
4 observations about Apple’s low-key WWDC 2025,Steve Jobs might have loved Liquid Glass; the battle to keep the iPad from turning into a Mac seems to be over; and other takeaways from a keynote that wasn’t so short on news after all.,https://finance.yahoo.com/news/4-observations-apple-low-key-000848826.html,,AAPL,[],2025-06-11 00:08:48+00:00,,,"At Apple’s annual WWDC keynote, the highest-level subject is always the future of its software platforms. And the big news in that department usually stares us right in the face. In2023, for example, it was the debut ofApple Vision Pro, the company’s entry into the headset market and its first all-new experience since the Apple Watch.Last yearbroughtApple Intelligence, its branded take on what AI should look like as a core element of computing experiences.
Most Read from Fast Company
Starbucks just developed an ingenious way to add 15 grams of protein to almost any drink
RIP to the almost future of computing: Apple just turned the iPad into a Mac
5 ways to rewire your brain for happiness
And then there was Monday morning’s WWDC 2025 keynote, as streamed online to millions and screened to a select audience of in-person attendees at Apple Park. After Apple’sembarrassing inability to ship the AI-infused update to Siriit showed off at WWDC 2024, it washardly surprisingthat this year’s event didn’t bet everything on whipping up a further AI frenzy. That alone set it apart from last month’sGoogle I/O keynote, whose topics consisted of AI, AI, and more AI, with some AI drizzled on top.
Appledidintroduce some new AI during the keynote—quite a bit of it. Overall, though, the event felt like an act of counterprogramming. Instead of positioning itself as a leader in AI—or at leastquashing fears that it’s a laggard—the company seemed happy being itself. From the unified new design to old features (phone calls!) turning up in new places (the Mac!), it focused on giving consumers even more reasons to own and use as many of its products as possible.
Herewith a few of the impressions I took away from my morning at Apple Park:
Liquid Glass is classic Apple, in the Steve Jobs sense.In 2012, one of Tim Cook’s first dramatic moves after succeeding Jobs as CEO was tooust software chief Scott Forstall. That led to a reorganization that put Jony Ive in charge of design for software as well as hardware. Ive’s influence was seen in the iPhone’s iOS 7 upgrade the company shipped the following year. It ditched the lushskeuomorphismof the iPhone’s software up until that time for a farflatterlook, bringing to mind the understated,Dieter Rams-like feel of an Ive MacBook, manifested in pixels rather than aluminum. Ive left in 2019, but the principles he instilled have informed Apple software ever since.
But now there’sLiquid Glass, a new aesthetic Apple is rolling out across its portfolio of platforms. It’s glossy, dimensional, pseudorealistic, and animated—a dramatic departure from iOS 7-era restraint, but reminiscent of both earlier iOS releases and also older Apple software all the way back to the first version of the Mac’s OS X in 2000. That was the one with buttons that Jobs said people would want tolick—a memorable design imperative that is suddenly relevant again.",neutral,0
Steve Jobs Would 'Have Fired Everyone': Apple's Liquid Glass In iOS 26 Gets Roasted Online — Dan Ives Calls WWDC 2025 A 'Yawner',"Apple Inc.'s (NASDAQ:AAPL) bold new design in iOS 26, dubbed ""Liquid Glass,"" is drawing sharp criticism online — and investor Ross Gerber thinks the backlash may be warranted. What Happened: Unveiled during Apple's WWDC 2025 keynote on Monday, Liquid Glass is a translucent, reactive interface meant to make the iPhone experience more fluid and immersive. It now extends across buttons, sliders, the lock screen, Control Center and more. Apple executive Alan Dye described it as combining ""the optica",https://finance.yahoo.com/news/steve-jobs-fired-everyone-apples-233012109.html,,AAPL,[],2025-06-10 23:30:12+00:00,,,"Apple Inc.'s(NASDAQ:AAPL)bold new designiniOS 26, dubbed ""Liquid Glass,"" is drawing sharp criticism online — and investorRoss Gerberthinks the backlash may be warranted.
What Happened:Unveiled during Apple'sWWDC 2025 keynote on Monday, Liquid Glass is a translucent, reactive interface meant to make theiPhoneexperience more fluid and immersive.
It now extends across buttons, sliders, the lock screen, Control Center and more. Apple executiveAlan Dyedescribed it as combining ""the optical qualities of glass with a fluidity only Apple can achieve.""
However, users aren't convinced.
A user on X, @Greggertruck, shared a screenshot of the new Control Center and wrote, ""Steve Jobs would have fired everyone."" The post quickly gained traction, with investor Gerber chiming in with a Hundred Points emoji.
Trending: Maker of the $60,000 foldable home has 3 factory buildings, 600+ houses built, and big plans to solve housing —this is your last chance to become an investor for $0.80 per share.

The user wanted Apple to make the design more opaque.
Other users echoed the sentiment, calling the design ""a smeary mess of colors and overlapping functionality."" One said, ""Looks like when you get someone to use Photoshop for the first time, every effect box is clicked.""
Some were more measured. ""I'm gonna keep an open mind,"" said @SawyerMeritt, ""but it definitely feels like things are going to be harder to read with this new design.""
During the keynote, Apple acknowledged it still needs more time to finish its long-overdue revamp of the Siri voice assistant.
Wedbushanalyst and longtime Apple supporterDan Ivesdescribed the event as showcasing ""slow and steady improvements,"" but ultimately called it ""a yawner.""

See Also: Invest where it hurts — and help millions heal:Invest in Cytonics and help disrupt a $390B Big Pharma stronghold.
On the other hand,Deepwater Asset Management’s Gene Munstersaid, “At this point, they're [Apple] not ready to talk about the more advanced AI they're likely working on. The good news is they have a couple of years to figure it out.”",neutral,0
Watch These Apple Price Levels After WWDC 2025 Updates Fail to Boost Stock,Apple shares didn't get the boost that investors hoped for from the company's highly anticipated Worldwide Developers Conference this week. Monitor these important support and resistance chart levels.,https://finance.yahoo.com/news/watch-apple-price-levels-wwdc-223930216.html,,AAPL,[],2025-06-10 22:39:30+00:00,,,"
Apple shares rose slightly Tuesday after losing ground the previous session following announcements from the company at its developers conference that failed to impress investors.
The iPhone maker unveiled several AI-related improvements with iOS 26, but said details on some highly anticipated updates, including to its virtual assistant Siri, will come later.
The stock ran into selling pressure near the downward sloping 50-day moving average, potentially setting the stage for a continuation of the stock’s longer-term downtrend that started in late December.
Investors should watch important support levels on Apple's chart around $193 and $180, while also monitoring resistance levels near $214 and $235.

Apple (AAPL) shares rose slightly Tuesday after losing ground the previous session following announcements from the company at its developers conference that failed to impress investors.
The tech giant, which kicked off its week-long Worldwide Developers Conference on Monday, unveiled several AI-related improvements with iOS 26 but saidenhanced Siri features needed more timeto meet the company’s quality standards.
The lack of new Siri updates likely raised concerns that the company, which was slow to roll out its flagship Apple Intelligence software, is losing ground to other tech giants with artificial intelligence and that furtherdelays could slow iPhone sales as consumers postpone their upgrade cycle. The company's keynote presentation Monday delivered ""slow but steady improvements to strategy,""Wedbush analysts said, “but overall [it was] a yawner.""
Apple stock is down 19% since the start of 2025, making it the weakest performer among members of theMagnificent Sevengroup of major technology companies, alongside Tesla (TSLA). Apple shares gained 0.6% on Tuesday to close at $202.67, after dropping 1.2% yesterday.
Below, we break down thetechnicalson Apple’s chart and point out important price levels worth watching out for.
After rebounding from their early-April low, Apple shares have traded mostlysideways, with the price recently forming arising wedge. The price then ran into selling pressure near the downward sloping50-day moving average, potentially setting the stage for a continuation of the stock’s longer-termdowntrendthat started in late December.
Meanwhile, therelative strength indexhas struggled to reclaim its neutral threshold, signaling bearish price momentum.
Let’s identify importantsupport and resistancelevels on Apple’s chart that investors will likely be watching.",negative,-1
"Apple Executives Defend Apple Intelligence, Siri and AI Strategy","A year after last year’s conference, major Siri features are still missing. The company’s head of software and head of marketing say why they aren’t worried.",https://finance.yahoo.com/m/af01aa68-b32f-347c-af44-e0f2d0971def/apple-executives-defend-apple.html,,AAPL,[],2025-06-10 22:28:00+00:00,,,"A year after last year’s conference, major Siri features are still missing. The company’s head of software and head of marketing say why they aren’t worried.",negative,-1
Apple Intelligence: Everything you need to know about Apple's AI model and services,"If you've upgraded to a newer iPhone model recently, you've probably noticed that Apple Intelligence is showing up in some of your most-used apps, like Messages, Mail, and Notes. Apple Intelligence (yes, also abbreviated to AI) showed up in Apple's ecosystem in October 2024, and it's here to stay as Apple competes with Google, OpenAI, Anthropic, and others to build the best AI tools. What is Apple Intelligence? Image Credits:Apple Cupertino marketing executives have branded Apple Intelligence: “",https://finance.yahoo.com/news/apple-intelligence-coming-164731847.html,,AAPL,[],2025-06-10 21:31:56+00:00,,,"If you've upgraded to a newer iPhone model recently, you've probably noticed that Apple Intelligence is showing up in some of your most-used apps, like Messages, Mail, and Notes. Apple Intelligence (yes, also abbreviated to AI) showed up in Apple's ecosystem in October 2024, and it's here to stay as Apple competes with Google, OpenAI, Anthropic, and others to build the best AI tools.
Cupertino marketing executives have branded Apple Intelligence: “AI for the rest of us.” The platform is designed to leverage the things that generative AI already does well, like text and image generation, to improve upon existing features. Like other platforms includingChatGPTandGoogle Gemini, Apple Intelligence was trained on large information models. These systems use deep learning to form connections, whether it be text, images, video or music.
The text offering, powered by LLM, presents itself as Writing Tools. The feature is available across various Apple apps, including Mail, Messages, Pages and Notifications. It can be used to provide summaries of long text, proofread and even write messages for you, using content and tone prompts.
Image generation has been integrated as well, in similar fashion — albeit a bit less seamlessly. Users can prompt Apple Intelligence togenerate custom emojis (Genmojis)in an Apple house style. Image Playground, meanwhile, is astandalone image generation appthat utilizes prompts to create visual content that can be used in Messages, Keynote or shared via social media.
Apple Intelligence also marks a long-awaitedface-lift for Siri.The smart assistant was early to the game, but has mostly been neglected for the past several years. Siri is integrated much more deeply into Apple’s operating systems; for instance, instead of the familiar icon, users will see a glowing light around the edge of their iPhone screen when it’s doing its thing.
More importantly,new Siri works across apps. That means, for example, that you can ask Siri to edit a photo and then insert it directly into a text message. It’s a frictionless experience the assistant had previously lacked. Onscreen awareness means Siri uses the context of the content you’re currently engaged with to provide an appropriate answer.
Leading up toWWDC 2025, many expected that Apple would introduce us to an even more souped-up version of Siri, but we're going to have towait a bit longer.
“As we’ve shared, we’re continuing our work to deliver the features that make Siri even more personal,"" said Apple SVP of Software Engineering Craig Federighi at WWDC 2025. ""This work needed more time to reach our high-quality bar, and we look forward to sharing more about it in the coming year.”",neutral,0
AI wasn't the focus of Apple WWDC. Here's why.,"Apple's (AAPL) Worldwide Developers Conference (WWDC), the company's annual developer event, is underway. Yahoo Finance Tech Editor Dan Howley joins Market Domination from Cupertino, California to share what Apple's WWDC signals about the company's AI efforts and where the iPhone maker stands in the AI race compared to other Big Tech players like Meta (META) and Alphabet (GOOG, GOOGL). To watch more expert insights and analysis on the latest market action, check out more Market Domination here.",https://finance.yahoo.com/video/ai-wasnt-focus-apple-wwdc-201743902.html,,AAPL,[],2025-06-10 20:17:43+00:00,,,"Apple's (AAPL) Worldwide Developers Conference (WWDC), the company's annual developer event, is underway.
Yahoo Finance Tech EditorDan Howleyjoins Market Domination from Cupertino, California to share what Apple's WWDC signals about the company's AI efforts and where the iPhone maker stands in the AI race compared to other Big Tech players like Meta (META) and Alphabet (GOOG,GOOGL).
To watch more expert insights and analysis on the latest market action, check out more Market Dominationhere.
All right, well, it is day two of Apple's worldwide developers conference is taking place. That's in California. And joining us now from that conference is Yahoo Finance tech editor Dan Howley. Dan.
Yeah, Josh, uh, this is, you know, day two, as you said, developers are still kind of milling around, analysts and journalists like myself are, are also here. And there's some takeaways that we're getting from the event yesterday now. And so one of those is kind of based on Apple's approach to AI and how that's been kind of a slow trickle from the huge explosion that we saw last year with Apple intelligence to what we saw this year where instead of a new big splashy announcement, they had smaller bits of AI that they're weaving throughout their operating system. It looks like that's going to be Apple's path forward, at least for now. And so we hear something about that new generative AI powered series that it's supposed to come at some point either this year or next year. We're still not entirely sure. That seems to be the way that Apple can compete and potentially win this AI race that they have against the likes of Google and Samsung. I think one of the things that gets conflated because of the idea that AI is so large is comparing Apple's approach to something like a Microsoft, which obviously provides the majority of its AI services to enterprises. And yes, they do have consumers, but if you look at, you know, the balance, it's going to be on the enterprise side. And so they obviously compete with Google as well as far as smartphones,
but really it comes down to the enterprise and what they can offer to advertising. So Apple's approach is going to be different naturally, but this way of kind of moving forward with the dribs and drabs, generally, it seems as though I, I got to see a few of these, these features that are truly helpful updates. So it's not that, you know, we're still seeing those, you know, make emojis or things like that, but then there's also ways of adding functionality to existing apps with AI that so far seems to be pretty, pretty helpful for users.
Dan, here, here's my big question for you as, as a reporter who has followed Apple for a long time. You know, Apple not interested in being first and as you know, they are interested in, in getting it right and then succeeding in that market. So, and listen, that has proved to be a very successful tactic and strategy for Apple. Can Apple do that again, Dan, in your opinion, when it comes to AI?
I think they can, right? I mean, look, as you said, they've done this again and again. They were not the first with music players. I think the Microsoft Zoom might have been before that, or maybe not the Zoom, but there were things like mini disc players that tried to, you know, make smaller music players, but then the iPod came out and it killed it. They weren't the first, uh, when it came to, uh, you know, smartphones, the idea of smartphones. Uh, there were ideas out there already, but they kind of just honed it and created the iPhone. And so same thing with, you know, wireless earbuds and smartwatches and fitness trackers, what have you. They've done this over and over and over again. And it, you know, it's their kind of MO where they let everyone trip over themselves getting out the, the, you know, the, the starting blocks, right? To be first. Uh, and then they kind of take their time and provide products that don't miss or more often than not, don't miss and give general, general utility to users. And I think that's what they're doing here, right? So, uh, some of the offerings that they have on include the ability to, uh, you know, create spreadsheets very quickly from recipes that you may have, and you need to scale that up, uh, for, for different aspects of, of what you maybe want to do is as far as parties go and things along those lines. So I think that those are really truly helpful rather than, you know, the whole idea of let's take pieces out of images. They also spent a lot of this event catching up, really. So they have, uh, Google has what's called circle of search. Samsung also offers it where you can circle something on your phone that you take a picture of or from your, your screen and then be able to search for it really quickly. Now Apple has that in their visual intelligence app, and that's a truly helpful feature. I use something like that on my own to, to search for something, a flower that I had seen, wanted to know if it was bad for my cats or not.
It turns out it was. Got it out of the house. This adds to that. So there, I think that that strategy could absolutely take off here. Wall Street obviously wants to see a big explosive, splashy announcement. They're not getting that yet. We'll see what happens when Siri comes out. And if Siri is even helpful as far as users go, are we going to want to use that on the daily, or is it just going to be something that we kind of, you know, use for a minute and then fall out of love with like the prior series? And then these smaller announcements become the more important ones.
We shall see. Still a lot of questions after this event. Dan, thank you. Appreciate it.",neutral,0
"Why Apple's Updates Impress Users, Not Investors","Bloomberg's Mark Gurman discusses Apple's new Liquid Glass software update, which he has been using in beta. Gurman joins Caroline Hyde and Ed Ludlow on ""Bloomberg Tech.""",https://finance.yahoo.com/video/why-apples-updates-impress-users-191119054.html,,AAPL,[],2025-06-10 19:11:19+00:00,,,"Bloomberg's Mark Gurman discusses Apple's new Liquid Glass software update, which he has been using in beta. Gurman joins Caroline Hyde and Ed Ludlow on ""Bloomberg Tech.""",neutral,0
"Apple (AAPL) Unveils 'Liquid Glass' Redesign, But AI Upgrades Leave Wall Street Cold","iOS gets its biggest visual overhaul in over a decade, while AI updates lag rivals",https://finance.yahoo.com/news/apple-aapl-unveils-liquid-glass-184756015.html,,AAPL,[],2025-06-10 18:47:56+00:00,,,"Apple (AAPL,Financials)introduced a sweeping redesignto its operating systems Monday at its annual Worldwide Developers Conference but the lack of major artificial intelligence updates drew a muted reaction from Wall Street.
The company revealed a new design language called Liquid Glass, its most significant visual update since iOS 7 in 2013. The interface will roll out across iPhone, iPad, Mac, and Vision Pro devices starting later this year. Curved elements, translucent buttons, and animated interactions mark a departure from the sharp corners of older versions.
Apple said its in-house silicon now allows for richer visuals inspired by the Vision Pro interface. Apple Silicon has become dramatically more powerful, said software chief Craig Federighi.
However, the spotlight quickly shifted to what was missing. Apple did not provide a timeline for its long-awaited Siri overhaul powered by Apple Intelligence, originally teased last year but delayed in March. Federighi said only that this work needed more time to meet our high quality bar.
UBS analyst David Vogt called Apple's AI announcements incremental, noting many features are already available through competing platforms. He maintains a Hold rating on the stock.
Some new AI tools were shown like live phone call translations and ChatGPT image analysis integration but analysts said they fell short of rival offerings from OpenAI or Google.
Apple also announced a shift in software version names, moving from iOS 18 to iOS 26, matching the calendar year to simplify updates. The change applies across iPadOS, macOS, watchOS, and visionOS as well.
This article first appeared onGuruFocus.",neutral,0
"Warren Buffett Said Apple's Steve Jobs Asked, What Should We Do With 'All This Cash'? — Then Did Nothing After Buffett Told Him What to Do","Long before Warren Buffett became one of Apple's (NASDAQ:APPL) biggest shareholders, he had a rare one-on-one with the company's legendary co-founder—and offered up a piece of financial advice Steve Jobs simply... ignored. In a 2012 interview with CNBC, Buffett shared a surprising weekend phone call he received ""one Saturday"" from Jobs himself. The Apple CEO opened with a now-iconic question: ""We've got all this cash. What should we do with it?"" Don't Miss: Maker of the $60,000 foldable home has",https://finance.yahoo.com/news/warren-buffett-said-apples-steve-173114132.html,,AAPL,[],2025-06-10 17:30:00+00:00,,,"Long beforeWarren Buffettbecame one of Apple's (NASDAQ:APPL) biggest shareholders, he had a rare one-on-one with the company's legendary co-founder—and offered up a piece of financial adviceSteve Jobssimply... ignored.
In a2012 interview with CNBC, Buffett shared a surprising weekend phone call he received ""one Saturday"" from Jobs himself. The Apple CEO opened with a now-iconic question:
""We've got all this cash. What should we do with it?""
Don't Miss:
Maker of the $60,000 foldable home has 3 factory buildings, 600+ houses built, and big plans to solve housing —this is your last chance to become an investor for $0.80 per share.
‘Scrolling To UBI' — Deloitte's #1 fastest-growing software company allows users to earn money on their phones.You can invest today for just $0.30/share with a $1000 minimum.
Buffett, never short on ideas when it comes to cash, walked Jobs through the standard playbook.
""There's only four things you could do,"" Buffett told CNBC. ""Stock buybacks, dividends, acquisitions... and sitting with it.""
Jobs ruled out acquisitions. He wasn't interested. Buffett then pivoted to buybacks.
""I would use it for repurchases if I thought my stock was undervalued,"" Buffett said he told Jobs. ""How do you feel about that?""
Jobs didn't hesitate.
""I think our stock's really undervalued,"" he replied. It was trading around $200.
Buffett's follow-up was blunt:
""Well, you know, what better can you do with your money?""
Trending: Maximize saving for your retirement and cut down on taxes:Schedule your free call with a financial advisor to start your financial journey – no cost, no obligation.
But Jobs didn't act.
""He didn't do anything,"" Buffett said. ""He just liked having the cash.""
Buffett later learned Jobs had apparently told others that Buffett agreed with doing nothing.
""That was not the case,"" Buffett added with a laugh.
Jobs passed away in 2011, and it wasn't until 2012 under Tim Cook's leadership that Apple began a massive buyback program. Over the next decade, Apple would go on torepurchase more than $467 billion in shares—one of the most aggressive capital return programs in corporate history.
Buffett, for his part, didn't start buying Apple until Q1 2016, years after that Saturday phone call. At the time, Apple stock traded at about 10 times trailing earnings. Buffett admitted he didn't know much about iPhones, but he understood customer loyalty—and Apple had plenty of it.",neutral,0
Apple (NasdaqGS:AAPL) Unveils New Products And OS Features Across Devices,"Apple (NasdaqGS:AAPL) recently unveiled enhancements across its product lines during its June announcements, including improvements to iPadOS, macOS, watchOS, and visionOS. These developments reflect the company's ongoing commitment to boosting user experience and technology integration. During the past month, Apple's share price experienced a modest 1.47% increase. This movement aligns closely with the general market trends, such as the gains in the S&P 500 and Nasdaq, which also reached new...",https://finance.yahoo.com/news/apple-nasdaqgs-aapl-unveils-products-171739055.html,,AAPL,[],2025-06-10 17:17:39+00:00,,,"Applerecently unveiled enhancements across its product lines during its June announcements, including improvements to iPadOS, macOS, watchOS, and visionOS. These developments reflect the company's ongoing commitment to boosting user experience and technology integration. During the past month, Apple's share price experienced a modest 1.47% increase. This movement aligns closely with the general market trends, such as the gains in the S&P 500 and Nasdaq, which also reached new highs. While the product announcements may have contributed positive momentum, Apple's legal battles, such as the Fintiv Inc. patent lawsuit, likely counterbalanced this effect.
We've identified 1 possible red flag for Apple that you should be aware of.
Find companies with promising cash flow potential yet trading below their fair value.
Apple's recent product announcements and the modest rise in its share price of 1.47% have contributed to shaping the current investment narrative. These updates, which focus on enhancing the user experience, are likely to support Apple's revenue and earnings forecasts by potentially boosting customer engagement and sales. Over the past five years, Apple's total shareholder return, including share price and dividends, was 141.68%. This long-term growth underscores the company's consistent ability to generate value for investors.
In contrast, over the past year, Apple's return has lagged behind the broader US market's performance, despite surpassing the US Tech industry. This relative performance contextualizes the recent short-term price movements and ongoing market dynamics affecting Apple. The company's forward-looking initiatives, such as the upcoming U.S. facility expansion and iPhone 16E launch, are expected to drive efficiencies and contribute to future revenue growth.
The current share price of US$198.51, while reflecting some positive expectations, remains approximately 14.5% below the consensus analyst price target of US$232.17. This suggests room for potential appreciation, contingent on the realization of revenue and margin improvements. The ongoing product advancements and strategic investments aim to bolster Apple's competitive position, aligning with analysts' projections of a revenue increase to US$473.5 billion and earnings growth to US$130.7 billion by 2028. However, external factors such as trade policy and legal challenges pose risks to these forecasts, requiring ongoing evaluation.
Evaluate Apple's prospects by accessing our earnings growth report.",positive,1
